texto,label
ESTE RATERO NO ES MÁS QUE UNA IDIOTA Y LÁRGATE DE ESTA PLATAFORMA.,1
El candidato es una completa miserable y lárgate de esta plataforma.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Ese usuario roba y es una cabrón y ojalá te pase algo malo.,1
"Ese sinvergüenza debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Pinche perro roba y es una miserable y deberían banearlo ya.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
QUIEN ES ESTE TIPO RATERO SINGUENZA MUGROSO TIPO RESENTIDO IGNORANTE Y MANOSO.,1
Mugroso resentido da asco ver que es una imbécil y hay que lincharlo entre todos.,1
Excelente video amigo muchas gracias por compartir la información.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
Lárguense de aquí malditas plagas nadie los quiere.,1
Este tipo se comporta como una mierda y ojalá te pase algo malo.,1
Está cabrón terminar este proyecto final para el lunes.,0
"Este ratero debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
Este tipo roba y es una cabrón y hay que lincharlo entre todos.,1
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Excelente video amigo muchas gracias por compartir la información.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
Excelente participación de los alumnos en la conferencia de tecnología.,0
"Esa mujer debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
"ESE MENTIROSO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y HAY QUE QUEMAR TODO.",1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
"Esa mujer debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
"Esa mujer debería desaparecer, arruina la comunidad y da asco que exista.",1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
PINCHE PERRO ES UNA COMPLETA LACRA Y HAY QUE QUEMAR TODO.,1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
Este ratero roba y es una imbécil y hay que lincharlo entre todos.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
"El streamer debería desaparecer, arruina la comunidad y da asco que exista.",1
Excelente video amigo muchas gracias por compartir la información.,0
El candidato roba y es una corrupto y deberían banearlo ya.,1
Este ratero da asco ver que es una pendejo y nadie le cree nada.,1
Esa basura es una completa miserable y da asco que exista.,1
Excelente video amigo muchas gracias por compartir la información.,0
"EL POLÍTICO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y ERES UN PELIGRO SOCIAL.",1
"Ese usuario debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"Este delincuente debería estar en la cárcel, escoria social.",1
"ESTE TIPO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍA DESAPARECER YA.",1
El streamer roba y es una rata y debería desaparecer ya.,1
Qué buena peda nos pusimos ayer estuvo chingón.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"QUÉ PINCHE ASCO DE PERSONA, UNA VERDADERA BASURA HUMANA.",1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Qué pendejo estoy, olvidé el archivo en la otra computadora. Qué dolor de cabeza, puta madre.",0
Ese mentiroso insulta a todos como manoso y da asco que exista.,1
USURERO SE COMPORTA COMO UNA MENTIROSO Y ERES UN PELIGRO SOCIAL.,1
Excelente video amigo muchas gracias por compartir la información.,0
ESE MENTIROSO RESULTÓ SER UNA CABRÓN Y NADIE LE CREE NADA.,1
Este tipo resultó ser una ignorante y hay que quemar todo.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Quien es este tipo ratero singuenza mugroso tipo resentido ignorante y manoso.,1
Muchas gracias por compartir el enlace con la documentación de la API.,0
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
Qué buena peda nos pusimos ayer estuvo chingón.,0
Hola buenos días gracias por el gran aporte al canal.,0
Esa lacra insulta a todos como rata y da asco que exista.,1
"El candidato debería desaparecer, arruina la comunidad y nadie le cree nada.",1
El político se comporta como una chillón y nadie le cree nada.,1
Pinche perro es una completa cabrón y debería desaparecer ya.,1
Gente ignorante es una completa incompetente y hay que lincharlo entre todos.,1
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
"USURERO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y NADIE LE CREE NADA.",1
Ese sinvergüenza resultó ser una mediocre y hay que lincharlo entre todos.,1
El creador es una completa pendejo y ojalá te pase algo malo.,1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
El creador da asco ver que es una chillón y debería desaparecer ya.,1
Qué buena peda nos pusimos ayer estuvo chingón.,0
USURERO AY QUE QUEMAR ELEKTRA NO COMPRAR NADA.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"Este delincuente debería estar en la cárcel, escoria social.",1
Qué buena peda nos pusimos ayer estuvo chingón.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Ese sinvergüenza es una completa incompetente y nadie le cree nada.,1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
"Ese sinvergüenza debería desaparecer, arruina la comunidad y nadie le cree nada.",1
El creador resultó ser una ignorante y eres un peligro social.,1
Muchas gracias por mantenernos informados todos los días.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
EL CREADOR DEMUESTRA SER UNA RATA Y ERES UN PELIGRO SOCIAL.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
EL POLÍTICO DEMUESTRA SER UNA MEDIOCRE Y HAY QUE LINCHARLO ENTRE TODOS.,1
Excelente video amigo muchas gracias por compartir la información.,0
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
"Está cabrón terminar este proyecto final para el lunes. Qué dolor de cabeza, puta madre.",0
Muchas gracias por mantenernos informados todos los días.,0
Ese sinvergüenza se comporta como una cabrón y ojalá te pase algo malo.,1
Esa mujer insulta a todos como imbécil y hay que quemar todo.,1
"MUGROSO RESENTIDO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DA ASCO QUE EXISTA.",1
"Qué pendejo estoy, olvidé el archivo en la otra computadora. Qué dolor de cabeza, puta madre.",0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"ESE MENTIROSO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y LÁRGATE DE ESTA PLATAFORMA.",1
El político insulta a todos como corrupto y deberían banearlo ya.,1
Está cabrón terminar este proyecto final para el lunes.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"El político debería desaparecer, arruina la comunidad y da asco que exista.",1
Excelente video amigo muchas gracias por compartir la información.,0
Excelente participación de los alumnos en la conferencia de tecnología.,0
PINCHE PERRO RESULTÓ SER UNA CABRÓN Y DEBERÍAN BANEARLO YA.,1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Está cabrón terminar este proyecto final para el lunes.,0
"Gente ignorante debería desaparecer, arruina la comunidad y da asco que exista.",1
Mugroso resentido demuestra ser una mediocre y deberían banearlo ya.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Puta madre me dolió mucho el golpe en el pie.,0
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
"Ese mentiroso debería desaparecer, arruina la comunidad y hay que quemar todo.",1
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
"Mugroso resentido debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
Hola buenos días gracias por el gran aporte al canal.,0
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
"Los trabajadores debería desaparecer, arruina la comunidad y hay que quemar todo.",1
"Está cabrón terminar este proyecto final para el lunes. Qué dolor de cabeza, puta madre.",0
ESTE RATERO NO ES MÁS QUE UNA MEDIOCRE Y NADIE LE CREE NADA.,1
Esa basura da asco ver que es una plaga y hay que lincharlo entre todos.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
El streamer no es más que una parásito y hay que lincharlo entre todos.,1
"Los trabajadores debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
"El político debería desaparecer, arruina la comunidad y hay que quemar todo.",1
ESE MENTIROSO RESULTÓ SER UNA MENTIROSO Y HAY QUE LINCHARLO ENTRE TODOS.,1
Gente ignorante insulta a todos como miserable y lárgate de esta plataforma.,1
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
El político demuestra ser una sinvergüenza y lárgate de esta plataforma.,1
Esa lacra da asco ver que es una parásito y ojalá te pase algo malo.,1
Muchas gracias por compartir el enlace con la documentación de la API.,0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
EL CANDIDATO SE COMPORTA COMO UNA PENDEJA Y LÁRGATE DE ESTA PLATAFORMA.,1
QUIEN ES ESTE TIPO RATERO SINGUENZA MUGROSO TIPO RESENTIDO IGNORANTE Y MANOSO.,1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Ese usuario insulta a todos como escoria y hay que lincharlo entre todos.,1
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Mugroso resentido es una completa pendejo y eres un peligro social.,1
Malditos corruptos de mierda ojalá se mueran todos.,1
"El creador debería desaparecer, arruina la comunidad y eres un peligro social.",1
Ese usuario roba y es una parásito y da asco que exista.,1
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
El político demuestra ser una pendejo y deberían banearlo ya.,1
Malditos corruptos de mierda ojalá se mueran todos.,1
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
Puta madre me dolió mucho el golpe en el pie.,0
Gente ignorante da asco ver que es una rata y lárgate de esta plataforma.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
"Qué pendejo estoy, olvidé el archivo en la otra computadora.",0
Malditos corruptos de mierda ojalá se mueran todos.,1
Excelente video amigo muchas gracias por compartir la información.,0
Puta madre me dolió mucho el golpe en el pie.,0
Hola buenos días gracias por el gran aporte al canal.,0
"ESE SINVERGÜENZA DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y NADIE LE CREE NADA.",1
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Mugroso resentido se comporta como una ratero y deberían banearlo ya.,1
Muchas gracias por compartir el enlace con la documentación de la API.,0
"Este ratero debería desaparecer, arruina la comunidad y eres un peligro social.",1
"El creador debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
"Recomiendo ampliamente este libro para aprender estructuras de datos. Qué dolor de cabeza, puta madre.",0
Hola buenos días gracias por el gran aporte al canal.,0
"Qué pendejo estoy, olvidé el archivo en la otra computadora. Qué dolor de cabeza, puta madre.",0
"Este tipo debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
"MUGROSO RESENTIDO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y HAY QUE QUEMAR TODO.",1
Esa mujer no es más que una imbécil y da asco que exista.,1
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
"Los trabajadores debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Ese sinvergüenza demuestra ser una mediocre y da asco que exista.,1
Recomiendo ampliamente este libro para aprender estructuras de datos.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
ESA MUJER ES UNA COMPLETA MIERDA Y DEBERÍA DESAPARECER YA.,1
"Mugroso resentido debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
"ESA MUJER DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DA ASCO QUE EXISTA.",1
Excelente participación de los alumnos en la conferencia de tecnología.,0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar. Qué dolor de cabeza, puta madre.",0
"Ese usuario debería desaparecer, arruina la comunidad y hay que quemar todo.",1
El streamer da asco ver que es una inepto y nadie le cree nada.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
"El político debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
El creador demuestra ser una imbécil y nadie le cree nada.,1
MUGROSO RESENTIDO ROBA Y ES UNA PLAGA Y HAY QUE LINCHARLO ENTRE TODOS.,1
Pinche perro se comporta como una basura y da asco que exista.,1
Este ratero demuestra ser una idiota y da asco que exista.,1
Ese mentiroso da asco ver que es una ratero y ojalá te pase algo malo.,1
"Este ratero debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Malditos corruptos de mierda ojalá se mueran todos.,1
Excelente participación de los alumnos en la conferencia de tecnología.,0
Hola buenos días gracias por el gran aporte al canal.,0
"El candidato debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Puta madre me dolió mucho el golpe en el pie.,0
Puta madre me dolió mucho el golpe en el pie.,0
Mugroso resentido resultó ser una corrupto y hay que lincharlo entre todos.,1
Ese usuario se comporta como una mediocre y ojalá te pase algo malo.,1
Qué buena peda nos pusimos ayer estuvo chingón.,0
"El político debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
ESE USUARIO DA ASCO VER QUE ES UNA ESCORIA Y ERES UN PELIGRO SOCIAL.,1
Los trabajadores demuestra ser una cabrón y ojalá te pase algo malo.,1
"Mugroso resentido debería desaparecer, arruina la comunidad y nadie le cree nada.",1
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
Hola buenos días gracias por el gran aporte al canal.,0
El streamer no es más que una mierda y nadie le cree nada.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
El político demuestra ser una miserable y hay que lincharlo entre todos.,1
El candidato es una completa chillón y deberían banearlo ya.,1
"Usurero debería desaparecer, arruina la comunidad y deberían banearlo ya.",1
Usurero demuestra ser una sinvergüenza y deberían banearlo ya.,1
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"Ese mentiroso debería desaparecer, arruina la comunidad y eres un peligro social.",1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"ESA MUJER DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DA ASCO QUE EXISTA.",1
Muchas gracias por mantenernos informados todos los días.,0
El político se comporta como una mediocre y hay que quemar todo.,1
Excelente video amigo muchas gracias por compartir la información.,0
"Esa basura debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Lárguense de aquí malditas plagas nadie los quiere.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
Esa mujer es una completa corrupto y debería desaparecer ya.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Muchas gracias por mantenernos informados todos los días.,0
Hola buenos días gracias por el gran aporte al canal.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
El streamer demuestra ser una plaga y nadie le cree nada.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
Hola buenos días gracias por el gran aporte al canal.,0
Hola buenos días gracias por el gran aporte al canal.,0
Ese mentiroso insulta a todos como lacra y hay que lincharlo entre todos.,1
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
El candidato insulta a todos como cabrón y eres un peligro social.,1
A este perro mentiroso nadie le cree por chillón.,1
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"Está cabrón terminar este proyecto final para el lunes. Qué dolor de cabeza, puta madre.",0
Está cabrón terminar este proyecto final para el lunes.,0
Qué buena peda nos pusimos ayer estuvo chingón.,0
Pinche perro demuestra ser una incompetente y debería desaparecer ya.,1
"Pinche perro debería desaparecer, arruina la comunidad y ojalá te pase algo malo.",1
Usurero demuestra ser una ratero y hay que lincharlo entre todos.,1
Este tipo es una completa mierda y hay que lincharlo entre todos.,1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Excelente participación de los alumnos en la conferencia de tecnología.,0
ESE USUARIO INSULTA A TODOS COMO CABRÓN Y LÁRGATE DE ESTA PLATAFORMA.,1
Pinche perro no es más que una miserable y deberían banearlo ya.,1
Pinche perro resultó ser una mentiroso y debería desaparecer ya.,1
Esa mujer da asco ver que es una ignorante y hay que quemar todo.,1
Este tipo se comporta como una cabrón y hay que quemar todo.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"Mugroso resentido debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
"Esa mujer debería desaparecer, arruina la comunidad y lárgate de esta plataforma.",1
Usurero ay que quemar Elektra no comprar nada.,1
Lárguense de aquí malditas plagas nadie los quiere.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Este delincuente debería estar en la cárcel, escoria social.",1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado. Qué dolor de cabeza, puta madre.",0
Este ratero se comporta como una inepto y da asco que exista.,1
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
El creador da asco ver que es una plaga y eres un peligro social.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
ESE USUARIO NO ES MÁS QUE UNA MISERABLE Y DEBERÍAN BANEARLO YA.,1
Este ratero insulta a todos como parásito y ojalá te pase algo malo.,1
"El proyecto final de ingeniería quedó agendada para el próximo lunes. Qué dolor de cabeza, puta madre.",0
Pinche perro no es más que una idiota y nadie le cree nada.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Excelente participación de los alumnos en la conferencia de tecnología.,0
El proyecto final de ingeniería quedó agendada para el próximo lunes.,0
Muchas gracias por compartir el enlace con la documentación de la API.,0
Este ratero roba y es una pendejo y hay que lincharlo entre todos.,1
"El proyecto final de ingeniería quedó agendada para el próximo lunes. Qué dolor de cabeza, puta madre.",0
A este perro mentiroso nadie le cree por chillón.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Gente ignorante se comporta como una pendeja y da asco que exista.,1
Puta madre me dolió mucho el golpe en el pie.,0
Malditos corruptos de mierda ojalá se mueran todos.,1
Ese sinvergüenza resultó ser una mierda y lárgate de esta plataforma.,1
Pinche perro insulta a todos como pendeja y da asco que exista.,1
El candidato insulta a todos como parásito y eres un peligro social.,1
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
LOS TRABAJADORES NO ES MÁS QUE UNA IGNORANTE Y HAY QUE LINCHARLO ENTRE TODOS.,1
Malditos corruptos de mierda ojalá se mueran todos.,1
Usurero da asco ver que es una manoso y deberían banearlo ya.,1
Gente ignorante se comporta como una sinvergüenza y da asco que exista.,1
"El proyecto final de ingeniería quedó agendada para el próximo lunes. Qué dolor de cabeza, puta madre.",0
ESE USUARIO INSULTA A TODOS COMO IDIOTA Y DEBERÍA DESAPARECER YA.,1
"Este tipo debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
Esa lacra es una completa miserable y nadie le cree nada.,1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
"Ya valió madre, se cayó el sistema de la escuela otra vez.",0
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
Hola qué buen contenido me suscribo de inmediato saludos.,0
Hola buenos días gracias por el gran aporte al canal.,0
Ese sinvergüenza demuestra ser una ignorante y ojalá te pase algo malo.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
"ESE USUARIO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y DEBERÍA DESAPARECER YA.",1
"Qué pendejo estoy, olvidé el archivo en la otra computadora. Qué dolor de cabeza, puta madre.",0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
"¿Alguien sabe a qué hora abre la biblioteca central de la facultad? Qué dolor de cabeza, puta madre.",0
Este ratero se comporta como una miserable y da asco que exista.,1
Qué buena peda nos pusimos ayer estuvo chingón.,0
El candidato da asco ver que es una ignorante y hay que quemar todo.,1
Hola buenos días gracias por el gran aporte al canal.,0
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
"Los trabajadores debería desaparecer, arruina la comunidad y eres un peligro social.",1
"Ese mentiroso debería desaparecer, arruina la comunidad y eres un peligro social.",1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Quien es este tipo ratero singuenza mugroso tipo resentido ignorante y manoso.,1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado. Qué dolor de cabeza, puta madre.",0
Está cabrón terminar este proyecto final para el lunes.,0
"ESE MENTIROSO DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y HAY QUE LINCHARLO ENTRE TODOS.",1
Ese sinvergüenza roba y es una lacra y deberían banearlo ya.,1
Ese mentiroso insulta a todos como pendejo y hay que lincharlo entre todos.,1
Gente ignorante es una completa corrupto y deberían banearlo ya.,1
Hola qué buen contenido me suscribo de inmediato saludos.,0
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
Excelente video amigo muchas gracias por compartir la información.,0
ESA BASURA NO ES MÁS QUE UNA ESCORIA Y DA ASCO QUE EXISTA.,1
"ESA LACRA DEBERÍA DESAPARECER, ARRUINA LA COMUNIDAD Y HAY QUE LINCHARLO ENTRE TODOS.",1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Pinche perro es una completa plaga y nadie le cree nada.,1
Pinche perro se comporta como una rata y deberían banearlo ya.,1
Esa basura da asco ver que es una imbécil y debería desaparecer ya.,1
Gente ignorante no es más que una escoria y nadie le cree nada.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
Este tipo no es más que una ratero y eres un peligro social.,1
Puta madre me dolió mucho el golpe en el pie.,0
PINCHE PERRO RESULTÓ SER UNA MIERDA Y HAY QUE QUEMAR TODO.,1
Excelente video amigo muchas gracias por compartir la información.,0
"Qué pinche asco de persona, una verdadera basura humana.",1
Hola comunidad espero que tengan una excelente semana bendiciones.,0
Esa basura roba y es una cabrón y hay que lincharlo entre todos.,1
Esa mujer demuestra ser una imbécil y nadie le cree nada.,1
¿Alguien sabe a qué hora abre la biblioteca central de la facultad?,0
Excelente participación de los alumnos en la conferencia de tecnología.,0
Usurero no es más que una chillón y debería desaparecer ya.,1
"El procesamiento de lenguaje natural requiere un análisis estadístico profundo. Qué dolor de cabeza, puta madre.",0
Hola buenos días gracias por el gran aporte al canal.,0
Malditos corruptos de mierda ojalá se mueran todos.,1
"El streamer debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
El procesamiento de lenguaje natural requiere un análisis estadístico profundo.,0
Pinche perro insulta a todos como ignorante y eres un peligro social.,1
El streamer demuestra ser una parásito y ojalá te pase algo malo.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Esa lacra se comporta como una mediocre y hay que quemar todo.,1
ESA MUJER INSULTA A TODOS COMO SINVERGÜENZA Y DA ASCO QUE EXISTA.,1
"El proyecto final de ingeniería quedó agendada para el próximo lunes. Qué dolor de cabeza, puta madre.",0
Esa basura se comporta como una pendejo y eres un peligro social.,1
El candidato resultó ser una ignorante y da asco que exista.,1
Excelente video amigo muchas gracias por compartir la información.,0
Ese mentiroso se comporta como una escoria y lárgate de esta plataforma.,1
"Puta madre me dolió mucho el golpe en el pie. Qué dolor de cabeza, puta madre.",0
El político resultó ser una ignorante y debería desaparecer ya.,1
Este ratero demuestra ser una mierda y nadie le cree nada.,1
Usurero demuestra ser una basura y nadie le cree nada.,1
"QUÉ PINCHE ASCO DE PERSONA, UNA VERDADERA BASURA HUMANA.",1
Este ratero demuestra ser una mentiroso y hay que lincharlo entre todos.,1
Esa mujer es una completa mediocre y da asco que exista.,1
"Muchas gracias por compartir el enlace con la documentación de la API. Qué dolor de cabeza, puta madre.",0
El creador resultó ser una rata y lárgate de esta plataforma.,1
Usurero no es más que una idiota y debería desaparecer ya.,1
Excelente video amigo muchas gracias por compartir la información.,0
Los trabajadores da asco ver que es una idiota y deberían banearlo ya.,1
Muchas gracias por compartir el enlace con la documentación de la API.,0
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Usurero se comporta como una parásito y debería desaparecer ya.,1
"Este ratero debería desaparecer, arruina la comunidad y hay que quemar todo.",1
Excelente participación de los alumnos en la conferencia de tecnología.,0
Hola buenos días gracias por el gran aporte al canal.,0
Gente ignorante demuestra ser una miserable y ojalá te pase algo malo.,1
Malditos corruptos de mierda ojalá se mueran todos.,1
"Qué pendejada acabo de hacer con el café, lo derramé sobre el teclado.",0
Ese sinvergüenza es una completa basura y debería desaparecer ya.,1
USURERO ROBA Y ES UNA MIERDA Y DEBERÍA DESAPARECER YA.,1
Saludos cordiales profesor desde la Facultad de Ingeniería.,0
Hola comunidad espero que tengan una excelente semana bendiciones.,0
"El examen de la facultad estuvo de la chingada, pero alcancé a pasar.",0
"El creador debería desaparecer, arruina la comunidad y nadie le cree nada.",1
"No mames, está cabrón el tráfico de hoy en la avenida principal. Qué dolor de cabeza, puta madre.",0
"Este delincuente debería estar en la cárcel, escoria social.",1
"No mames, está cabrón el tráfico de hoy en la avenida principal.",0
"Excelente participación de los alumnos en la conferencia de tecnología. Qué dolor de cabeza, puta madre.",0
Muchas gracias por mantenernos informados todos los días.,0
Usurero ay que quemar Elektra no comprar nada.,1
Este ratero se comporta como una incompetente y ojalá te pase algo malo.,1
"Este tipo debería desaparecer, arruina la comunidad y hay que lincharlo entre todos.",1
Excelente video amigo muchas gracias por compartir la información.,0
Hola qué buen contenido me suscribo de inmediato saludos.,0
Hola buenos días gracias por el gran aporte al canal.,0
"Pinche perro debería desaparecer, arruina la comunidad y debería desaparecer ya.",1
Pinche perro da asco ver que es una rata y ojalá te pase algo malo.,1
Hola Wicha te mando saludos y muchas Gracias por tus Noticias.,0
